VENDOR NUMBER,VENDOR NAME 1,VENDOR ADDRESS 1,VENDOR NAME 2,VENDOR ADDRESS 2,VENDOR CITY,VENDOR STATE,VENDOR ZIP,VENDOR COUNTRY,VENDOR CONTACT NAME,VENDOR CONTACT TITLE,VENDOR CONTACT PHONE,VENDOR CONTACT EXTENSION,VENDOR MINORITY CODE
67896,ARMSTRONG RELOCATION CO LA LLC,12202 S CHOCTAW DR,,,BATON ROUGE,LA,70815,UNITED STATES,HELEN HENDERSON (HHENDERSON@GO,ARMSTRONG.COM),,,
67966,NUMARA SOFTWARE,2202 NORTH WEST SHORE BLVD,,,TAMPA,FL,33607,UNITED STATES,STEVE HECKLINGER,SALES,,,
67970,COVALENT LOGIC LLC,1111 S FOSTER DR BLDG C,,,BATON ROUGE,LA,70806-7238,UNITED STATES,**UPDATED STREET ADDRESS PER,,,,
67999,MITCHCO INC DBA STAR EQUIPMENT,42254 E I-55 SERVICE ROAD,,,HAMMOND,LA,70403,UNITED STATES,CHARLES CIOLINO,GEN MGR-OWNER,,,
68025,CONFERENCE TECHNOLOGIES INC,11653 ADIE RD,,,MARYLAND HEIGHTS,MO,63043,UNITED STATES,,,,,
68035,COLEMAN PARTNERS ARCHITECTS LLC,3377 NORTH BLVD,,,BATON ROUGE,LA,70806,UNITED STATES,SHEILA DAVID,,,,
68101,JACKSON AND SONS AUTO LLC,2850 EVANGELINE ST,,,BATON ROUGE,LA,70805,UNITED STATES,LARRY JACKSON,CELL,,,BLK AMER
68113,GREG DECLOUET,18100 VILLA TRACE AVE,,,GREENWELL SPRINGS,LA,70739,UNITED STATES,,,,,
68124,NAKIA NELSON,P O BOX 64661,,,BATON ROUGE,LA,70896,UNITED STATES,NAKIA NELSON,CELL,,,BLK AM WBE
68125,MALIAH MATHIS,5225 CAPITAL HEIGHTS,,,BATON ROUGE,LA,70806,UNITED STATES,MALIAH MATHIS,,,,BLK AM WBE
68126,LAURENT WHITE,6732 AVOCADO DR,,,BATON ROUGE,LA,70812,UNITED STATES,LAURENT WHITE,CELL,,,BLK AM WBE
68127,CHELSEA PICKENS,3151 SOUTHLAKE AVE,,,BATON ROUGE,LA,70810,UNITED STATES,CHELSEA PICKENS,,,,BLK AM WBE
68129,JANESA RICHARDSON,12001 BRIANNA AVE,,,BATON ROUGE,LA,70818,UNITED STATES,JANESA RICHARDSON,CELL,,,BLK AM WBE
68130,PARIS HARDNETT,9942 ROSEBANK AVE,,,BATON ROUGE,LA,70810,UNITED STATES,PARIS HARDNETT,CELL,,,BLK AM WBE
68181,JMJ PSYCHOLOGICAL SERVICES LLC,7725 HANKS DR,MAXINE CAMPBELL-FLINT PHD,,BATON ROUGE,LA,70812,UNITED STATES,LEVY RELEASE LETTER REC'D ON,,,,MNW
68354,ST VINCENT DE PAUL COMMUNITY,P O BOX 127,PHARMACY INC,,BATON ROUGE,LA,70821,UNITED STATES,,,,,
68366,JAMES RICHARD JOHNSON III,P O BOX 872,,,BRUSLY,LA,70719,UNITED STATES,RICHIE JOHNSON,OWNER,,,
68500,GENERAL HEALTH SYSTEMS DBA,3870 CONVENTION ST,OCCUPATIONAL HEALTH CLINIC,,BATON ROUGE,LA,70806,UNITED STATES,**SEE V#98631**,,,,
68502,NEOPOST USA,478 WHEELERS FARMS ROAD,D/B/A HASLER INC,,MILFORD,CT,6461,UNITED STATES,TAMMY CARSON,,,,
68505,MEDICAL SPECIALTIES,676 TIME SAVER AVE,,,NEW ORLEANS,LA,70123,UNITED STATES,KEITH GLAESER,VP OPERATIONS,,,
68511,JOSEPH HINES JR,1529 RIDGELAND DR,,,BATON ROUGE,LA,70810,UNITED STATES,,,,,
68513,FURNITURE BY WILLIAM WEBB,2130 KINGS RD,,,CARROLLTON,TX,75007,UNITED STATES,WILLIAM WEBB,CELL,,,
68514,TRENESHA HILL,2805 BROADWAY ST,,,NEW ORLEANS,LA,70125,UNITED STATES,,,,,
68725,DOROTHEA YOUNG,17657 BREMAN DR,,,BATON ROUGE,LA,70817,UNITED STATES,,,,,
68736,PERLMUTTER PURCHASING POWER,11434 CAMINITO GARCIA,,,SAN DIEGO,CA,92131-2133,UNITED STATES,MARK PERLMUTTER,PROPRIETOR,,,
68759,SHAVERS-WHITTLE CONSTRUCTION LLC,P O BOX 1448,,,MANDEVILLE,LA,70470,UNITED STATES,GERARD M WHITTLE,CELL,,,
68760,VERTIV GROUP CORP,610 EXECUTIVE CAMPUS DR,FRMLY EMERSON NETWORK POWER,,WESTERVILLE,OH,43082,UNITED STATES,FELIX GORT,,,,
68777,HAYES INSTRUMENT CO INC,502 S CANNON BLVD,,,SHELBYVILLE,TN,37160,UNITED STATES,,,,,
68785,TED THORSEN MATERIAL HANDLING,667 N RIVER STREET,AKA REUSABLE TRANSPORT PACKAGING INC,,PLAINS,PA,18705-1031,UNITED STATES,INFO@TEDTHORSEN.COM,,,,
68804,ULINE,2200 S LAKESIDE DR,ATTN ACCOUNTS RECEIVABLE,,WAUKEGAN,IL,60085,UNITED STATES,,,,,
68953,BIZZUKA,105 CHAPEL DR,,,LAFAYETTE,LA,70506,UNITED STATES,JOHN MUNSELL,CEO,,,
69081,CYGNUS EXPOSITIONS,1233 JANESVILLE AVE,,,FORT ATKINSON,WI,53538,UNITED STATES,,,,,
69100,STUART C IRBY CO,7984 S COMMERCE AVE,,,BATON ROUGE,LA,70815,UNITED STATES,HOLLY HAMILTON,INSIDE SALES,,,
69150,COVENANT GENERAL CONTRACTORS INC,3213 MONTERREY DR SUITE C,,,BATON ROUGE,LA,70814,UNITED STATES,NOBLE ENIME,PRES/CEO,,,MN
69195,HDMK CONSTRUCTION LLC,8126 ONE CALAIS STE 1D,,,BATON ROUGE,LA,70810,UNITED STATES,SIDD PATEL,CELL,,,
69219,MARSHALL BUILDERS LLC,P O BOX 53314,,,BATON ROUGE,LA,70892,UNITED STATES,MICHAEL BARICE,OWNER,,,MN
69225,ABEAR'S AWNING & SHEET METAL WKS,37244 SWAMP ROAD,LLC,,PRAIRIEVILLE,LA,70769,UNITED STATES,ERIC HEBERT,OWNER/PRES,,,
69277,L-3 COMMUNICATIONS MOBILE-VISION,90 FANNY RD,INC,,BOONTON,NJ,7005,UNITED STATES,ROBERT LYNN,SALES MGR,,114,
69436,MAK HELI-SERVICES LLC,1227 AMERICANA BLVD,,,ZACHARY,LA,70791,UNITED STATES,MIKE KRULAC,CELL,,,
69527,VASHAW SCIENTIFIC INC,11660 ALPHARETTA HWY STE 155,,,ROSWELL,GA,30076,UNITED STATES,JANE SANDERSON,,,,
69529,COLORADO SUNRISE HOLDINGS LLC,1621 BRIARDALE DR,D/B/A TK TACTICAL FIREARMS,,LUCAS,TX,75002,UNITED STATES,TED TAYLOR,CELL,,,
69544,REPUTATION CAPITAL MEDIA,804 MAIN ST STE A,SERVICES LLC,,BATON ROUGE,LA,70802,UNITED STATES,DOMINIQUE RODGERS,,,,NON-M WBE
69597,AMERICAN AUDIO VIDEO LLC,3358 DRUSILLA LN STE 9D,,,BATON ROUGE,LA,70809,UNITED STATES,,,,,
69618,LOUISIANA GLASS INC,10703 CHERRY HILL AVE,,,BATON ROUGE,LA,70816,UNITED STATES,,,,,
69674,MONICA N MAJORS,5116 HIGHLAND RD APT 120,D/B/A IDEA CONSULTING,,BATON ROUGE,LA,70808-6507,UNITED STATES,,,,,
69675,CHAMPION OPTICAL NETWORK,23645 MERCANTILE RD STE A,ENGINEERING LLC/CHAMPION ONE,,BEACHWOOD,OH,44122,UNITED STATES,ALAN HOMCY,,,,
69695,KENNETH SCOTT,504 SINBAD ST,,,BAKER,LA,70714,UNITED STATES,,,,,
69724,BOBCAT COMPANY,PO BOX 6000,,,WEST FARGO,ND,58078-6000,UNITED STATES,CRYSTAL STRAM,GVT SALES ACCT,,,
69735,THORTON MUSSO AND BELLEMIN INC,PO BOX 181,,,ZACHARY,LA,70791,UNITED STATES,,,,,
69853,AIRPORT MANAGEMENT GROUP LLC,8383 BLUEBONNET BLVD,,,BATON ROUGE,LA,70810,UNITED STATES,GEORGE L GROH,CELL,,,
69908,SORRENTO LUMBER CO INC,9563 AIRLINE HWY,,,SORRENTO,LA,70778,UNITED STATES,,,,,
69969,FARMER MINOR & DAISY LLC,436 HILL ST,,,BRISTOL,CT,6010,UNITED STATES,PAUL C MINOR,CELL,,,
69987,LOUISIANA MUNICIPAL EQUIPMENT LLC,P O BOX 1207,,,HAMMOND,LA,70404,UNITED STATES,FRED REYNOLDS,CELL,,,
70115,NETMETHODS LLC,P O BOX 24670,,,NEW ORLEANS,LA,70184-4670,UNITED STATES,CHENT LAJAUNIE,,,,
70153,C-K ASSOCIATES LLC,17170 PERKINS RD,DIV OF SPECIALTY GRAPHICS,,BATON ROUGE,LA,70769,UNITED STATES,KELL JOHNSON,DEPARTMENT HEAD,,,
70159,ATACO LLC,44 FAIR ST S E,DBA DISCOUNT SHOWCASES/STORE FIXTURE,,GRAND RAPIDS,MI,49507,UNITED STATES,STEVEN,,,,
70167,DIEUDONNE ENTERPRISES INC,5800 RIVER OAKS RD SOUTH,,,HARAHAN,LA,70123,UNITED STATES,BEN PERRIN,,,,NON-M WBE
70282,ENGINE WAREHOUSE OF BATON ROUGE INC,10431 MAMMOTH AVENUE,,,BATON ROUGE,LA,70814,UNITED STATES,LARRY GRIFFITH,CO-OWNER,,,
70560,JOSEPH J MITCHELL,11642 MILLBURN DR,,,BATON ROUGE,LA,70815,UNITED STATES,**NEW ADDRESS AS STATED ON,,,,
70598,BATON ROUGE CHILDREN'S ADVOCACY,626 EAST BOULEVARD,,,BATON ROUGE,LA,70802,UNITED STATES,,,,,
70599,ODELL S WILLIAMS NOW & THEN,538 SOUTH BOULEVARD,MUSEUM OF AFRICAN-AMERICAN HISTORY,,BATON ROUGE,LA,70802,UNITED STATES,**6/13/11 REOPENED PER,,,,
70600,LANDSCAPE FORMS INC,431 LAWNDALE AVENUE,,,KALAMAZOO,MI,49048,UNITED STATES,,,,,
70677,CMC STEEL FABRICATORS,777 NORTH ELDRIDGE PRKY SUITE 500,CMC CONSTRUCTION SERVICES,,HOUSTON,TX,77079,UNITED STATES,,,,,
70721,KEVIN O'NEAL,9343 GREENCHASE DR,,,BATON ROUGE,LA,70810,UNITED STATES,KEVIN K E O'NEAL,CELL,,,BLK AMER
70759,MCCAIN INC,2365 OAK RIDGE WAY,,,VISTA,CA,92081,UNITED STATES,RITA RHINEHART,CELL,,,
70805,G360 LLC,9502 MAIN ST,,,ZACHARY,LA,70791,UNITED STATES,DONALD BIGGS,CELL,,,
70806,DEEP SOUTH IRONWORKS LLC,13968 PINEHURST AVE,,,BATON ROUGE,LA,70817,UNITED STATES,MAXSCHIELE,CELL,,,
70824,CHICO COMMUNITY PUBLISHING INC,1124 DEL PASO BLVD,DBA SACRAMENTO NEW & REVIEW,,SACRAMENTO,CA,95815-3607,UNITED STATES,DAVE NETTLES,CELL,,,
70825,CORRECTIONAL COUNSELING INC,2028 EXETER RD,,,GERMANTOWN,TN,38138,UNITED STATES,LAUREN LLOYD,,,,
71055,ENTERPRISE SYSTEMS,10910 W SAM HOUSTON PRKWY N STE 100,,,HOUSTON,TX,77064,UNITED STATES,TERRY STOUT,CELL,,,SBE
71066,THOMAS LOUIS BASKIND,251 HALFWAY TREE,,,BATON ROUGE,LA,70810,UNITED STATES,,,,,
71165,LIGHTFOOT SOFTWARE COMPANY D/B/A,132 VENTURE COURT SUITE 1,TENMAST SOFTWARE,,LEXINGTON,KY,40511-2631,UNITED STATES,,,,,
71183,VERMA SYSTEMS INC,4111 S SHERWOOD FOREST BLVD,,,BATON ROUGE,LA,70816,UNITED STATES,CHUCK FITCH,SALES,,,
71187,ALLIED INTERNATIONAL CORP,7 HILL ST,,,BEDFORD HILLS,NY,10507-1811,UNITED STATES,LINDA BIRKMANN,,,,
71211,DEVILLE CAMERA AND VIDEO INC,5058 I-55 NORTH,,,JACKSON,MS,39211,UNITED STATES,DAVID NOONE,,,,
71222,BONANNOS FINE CATERING,631 S EUGENE,,,BATON ROUGE,LA,70806,UNITED STATES,,,,,
71232,DARANY AND ASSOCIATES,1250 SAN PABLO AVENUE,,,REDLANDS,CA,92373-4968,UNITED STATES,TED DARANY,OWNER,,,
71233,ENFORCEMENT TECHNOLOGY GROUP INC,400 N BROADWAY SUITE 400,,,MILWAUKEE,WI,53202,UNITED STATES,ROBERT W BOXER,VICE-PRES,,,
71334,TALKINGTECH LIMITED,13785 RESEARCH BLVD STE 125,,,AUSTIN,TX,78750,UNITED STATES,SEAN YOUNG,CELL,,,
71371,SOUTHERN ASSISTIVE TECHNOLOGY LLC,P O BOX 23020,,,NEW ORLEANS,LA,70183,UNITED STATES,TINA PAYTON,CELL,,,
71510,JOY CORPORATION OF BATON ROUGE,P O BOX 361,,,ZACHARY,LA,70791,UNITED STATES,,,,,
71538,UNITED METHODIST HOPE,4643 WINBOURNE AVENUE,MINISTRIES INC,,BATON ROUGE,LA,70805,UNITED STATES,RENEE CRAFT,EXEC DIRECTOR,,,
71664,FLASHINGBLINKYLIGHTS.COM INC,110810 CANTARA ST,,,SUN VALLEY,CA,91352,UNITED STATES,DONNA TYSER,,,302,
71668,SHAPE TOOLS LLC,401 WILSHIRE BLVD 9TH FL,,,SANTA MONICA,CA,90401,UNITED STATES,,,,,
71671,PARATECH LLC,5600 JENSEN ST,,,NEW ORLEANS,LA,70123-2242,UNITED STATES,PHYLLIS WALLACE,CELL,,,BLK AMER
71793,TC TELECOMMUNICATIONS LLC,9129 FLORIDA BLVD,,,WALKER,LA,70785,UNITED STATES,,,,,
71804,MARY OLIVE PIERSON,P O BOX 14647,ATTORNEY AT LAW,,BATON ROUGE,LA,70898,UNITED STATES,,,,,
71910,NUTRITIONAL CARE SERVICES INC,P O BOX 66693,CONNIE J CLARK,,BATON ROUGE,LA,70896,UNITED STATES,,,,,
71958,ACADIAN ROBOTICS LLC,43107 SYCAMORE BEND AVE,,,GONZALES,LA,70737,UNITED STATES,CRAIG BILLINGS,CELL,,,
71990,BLUE & CO LLC,12800 NORTH MERIDIAN STREET STE 400,,,CARMELTON,IN,46032,UNITED STATES,KATHY SMITH,,,,
72127,REGAL PLASTICS,11776 SOUTH CHOCTAW DRIVE,,,BATON ROUGE,LA,70815,UNITED STATES,**ADDED REMIT ADDRESS AS IS NO,W,,,
72132,FELICIANA WELDERS INC,P O BOX 303,,,SLAUGHTER,LA,70777,UNITED STATES,SUSANNE PRITCHARD,CELL,,,MN
72197,SERVER SUPPLY.COM INC,750 SHAMES DR,,,WESTBURY,NY,11590,UNITED STATES,CHAZ B,,,,
72259,EXCELLENCE OPTO INC,1663 WEST 2ND STREET,,,PAMONA,CA,91766,UNITED STATES,ALLEN LIN,CELL,,,MNW
72367,WOODDALE TRUCK REPAIR SERVICE INC,6721 BICENTENNIAL PL,,,BATON ROUGE,LA,70805,UNITED STATES,,,,,
72383,INNOVATIVE EMERGENCY MANAGEMENT INC,8550 UNITED PLAZA BLVD STE 501,603,,BATON ROUGE,LA,70809,UNITED STATES,BRIAN HALL,,,,MNW
72539,CLAFLIN MEDICAL EQUIPMENT,1206 JEFFERSON BLVD,,,WARWICK,RI,2886,UNITED STATES,BRYAN MESSLER,,,,
72552,TYHECIA HOLLIDAY,4735 LOIS DR,,,ZACHARY,LA,70791,UNITED STATES,,,,,
72566,HUNT GUILLOT AND ASSOCIATES LLC,8555 UNITED PLAZA BLVD STE 201,D/B/A HGA,,BATON ROUGE,LA,70809,UNITED STATES,MARJORIE TORRES,CELL,,,
72609,PORT CONTAINERS LLC,1701 16TH ST STE 721,,,WASHINGTON,DC,20009,UNITED STATES,DAVID FARLEY,CELL,,,
72680,TOUCHBOARDS,205 WESTWOOD AVE,,,LONG BEACH,NJ,7740,UNITED STATES,ANDY G,,,,
72727,WEST MARINE,8350 FLORIDA BLVD STE H,,,BATON ROUGE,LA,70806,UNITED STATES,BRIAN BOREL,MANAGER,,,
72737,LAJUAN BROWN-DELMORE,1315 S SANCTUARY AVE,,,GONZALES,LA,70737,UNITED STATES,LAJUAN BROWN,CELL,,,MN
72749,MARK KERRY EMERGENCY MANAGEMENT,4914 FLOYNELL DR,CONSULTING,,BATON ROUGE,LA,70809,UNITED STATES,MARK KERRY,CELL,,,
72882,SUPER SEER CORPORATION,3989 EVERGREEN PKWY,,,EVERGREEN,CO,80439,UNITED STATES,KEVIN SMITH,,,,
72884,GKR SYSTEMS INC,860 CENTRE ST,DBA VENTURE TECHNOLOGIES,,RIDGELAND,MS,39157,UNITED STATES,,,,,
73024,SAN ANTONIO EQUIPMENT INC,14035 DUBLIN SQUARE,D/B/A EMSAR OF SOUTH TEXAS,,SAN ANTONIO,TX,78217,UNITED STATES,CRAIG DEMPSEY,CELL,,,
73040,SCHOOLHOUSE OUTFITTERS LLC,3736 REGENT AVE,DBA SCHOOLHOUSE OUTFITTER,,CINCINNATI,OH,45212,UNITED STATES,SALES DEPARTMENT,,,,
73049,MANDY KINCHEN DESIGNS,5050 STUMBERG LANE,,,BATON ROUGE,LA,70816,UNITED STATES,MANDY KINCHEN,OWNER,,,NON-M WBE
73124,ERGS AIM HOTEL REALTY LLC,4914 CONSTITUTION AVENUE,DBA EMBASSY SUITES,,BATON ROUGE,LA,70808,UNITED STATES,RALPH NEY,,,,
73166,JUANITA WILLIAMS,P O BOX 100,,,WHITE CASTLE,LA,70788,UNITED STATES,,,,,MNW
73259,OUR LADY OF THE LAKE INC,5000 HENNESSY BLVD,HOSPITAL MEDICINE SERVICE,,BATON ROUGE,LA,70808,UNITED STATES,,,,,
73280,KATHERINE A BAGNELL,3825 POPLAR GROVE DRIVE,,,ADDIS,LA,70710,UNITED STATES,KATHY,CELL,,,
73305,TRUCK & TRAILER WORLD,16726 FLORIDA BLVD,,,BATON ROUGE,LA,70819-3707,UNITED STATES,**SEE V#48852**,,,,
73324,PATRICK MCJULIEN,12111 GIBBENS RD,,,BATON ROUGE,LA,70807,UNITED STATES,PATRICK MCJULIEN,,,,BLK AMER
73347,EXHIBITS ETC,915 ROGER RD,A DIV OF J BABINEAUX ENTERPRISES INC,,SCOTT,LA,70583,UNITED STATES,JULES BABINEAUX,CELL,,,
73377,MAC PAPER ENVELOPE CONVERTS,P O BOX 5369,,,JACKSONVILLE,FL,32247-5369,UNITED STATES,JEFF HENSON,CELL,,,
73419,ANU MEHROTRA,224 PECAN MEADOW DR,D/B/A ANEW ENTERPRISES,,BATON ROUGE,LA,70810,UNITED STATES,,,,,MNW
73441,BURMA SMITH,14835 VINEWOOD DR,,,BATON ROUGE,LA,70816,UNITED STATES,BURMA SMITH,CELL,,,
73452,JAMES CORKERN,3305 VERNON RD,DBA CORKERN'S HOME MAINTENANCE & REP,,ZACHARY,LA,70791,UNITED STATES,JAMES CORKERN,CELL,,,
73457,KAREN DECLOUET,18100 VILLA TRACE AVE,,,GREENWELL SPRINGS,LA,70739,UNITED STATES,KAREN DECLOUET,CELL,,,
73490,MEDSUPPLIER CORPORATION,24542 FIVE MILE RD,,,BEDFORD,MI,48239,UNITED STATES,CHRIS,,,,
73500,PC WHOLESALE,1170 CAMPBELL AVE,,,SAN JOSE,CA,95126,UNITED STATES,NATALIE SIMONEAU,,,,
73506,E CORNELL MALONE CORPORATION,439 DORY ST,,,JACKSON,MS,39201,UNITED STATES,ROMAN C MALONE,,,,
73518,THOMAS D WRIGHT,732 N 5TH ST,,,BATON ROUGE,LA,70802,UNITED STATES,TOMMY WRIGHT,,,,
73519,LAIL HAMILTON SHAW III,732 LEEWARD DR,,,BATON ROUGE,LA,70808-5024,UNITED STATES,HAMILTON SHAW,,,,
73520,MELISSA SAVARIO,705 NAPOLEON ST,,,BATON ROUGE,LA,70802-6428,UNITED STATES,MELISSA SAVARIO,,,,NON-M WBE
73521,KELLY CONNOLLY,743 ST CHARLES ST,,,BATON ROUGE,LA,70802-6447,UNITED STATES,KELLY CONNOLLY,CELL,,,MN
73525,KYLE KAHN,9618 JEFFERSON HWY STE D-107,D/B/A KYLE KAHN LLC,,BATON ROUGE,LA,70809,UNITED STATES,KYLE KAHN,CELL,,,
73538,NACHURS ALPINE SOLUTIONS INDUSTRIAL,421 LEADER ST,(NASI) A DIV OF NACHURS ALPINE SOL,,MARION,OH,43302,UNITED STATES,CARLA POTTS,BUSINESS MGR,,310,
73541,CRAMER FAMILY LIMITED PARTNERSHIP,1430 WEST DARLINGTON ST,D/B/A SAM CARBIS SOLUTIONS GROUP LLC,,FLORENCE,SC,29501,UNITED STATES,KAREN MELLETTE,,,3069,
73560,GUILLOT'S SANITARY SUPPLIES,4866 TCHOUPITOULAS STREET,,,NEW ORLEANS,LA,70115,UNITED STATES,**CALLED VENDOR & STILL USE,,,,
73595,GLOCK PROFESSIONAL INC,P O BOX 1254,,,SMYRNA,GA,30081,UNITED STATES,**PER CALL TO VENDOR 9/7/12,,,,
73596,SOUTHEAST ENGINEERS LLC,4915 S SHERWOOD FOREST BLVD,,,BATON ROUGE,LA,70816,UNITED STATES,,,,,
73614,LATTER & BLUM PROPERTY MGMT INC,1700 CITY FARM DR,,,BATON ROUGE,LA,70806,UNITED STATES,,,,,
73715,GEORGE PLATT INC,5637 GOVERNMENT ST,,,BATON ROUGE,LA,70806,UNITED STATES,GEORGE PLATT,PRESIDENTT,,,
73717,24/7 SECURITY TECHNOLOGIES,3942 COUNTRY WAY DR,,,BATON ROUGE,LA,70816,UNITED STATES,BRAD RICHARD,CELL,,,
73996,HELP ME NOW FAMILY COUNSELING,13910 ALBA DRIVE,SERVICE JERRIE M BOOKER LPS,,BAKER,LA,70714,UNITED STATES,JERRIE BOOKER,,,,MNW
74047,TRANSOFT SOLUTIONS INC,13575 COMMERCE PARKWAY SUITE 250,,,RICHMOND,BC,V6V2L1,CANADA,ALFRED RIEZA,ACCOUNT MANAGER,,,
74079,COLONIAL PARC COMMUNITY DEVELOPMENT,914 N ACADIAN THRUWAY WEST,CORPORATION,,BATON ROUGE,LA,70802,UNITED STATES,JANICE ADOLPH,,,,
74080,HOIST PARTS INC,P O BOX 1719,,,ROCKWALL,TX,75087,UNITED STATES,DOUG LOWE,PARTS MANAGER,,,MN
74092,JAMES ARTHUR GILMORE JR,1440 DEVONSHIRE DR,,,SLIDELL,LA,70461,UNITED STATES,,,,,
74098,SHONTA MCCLENDIN,1900 BLOUNT RD #203,,,BATON ROUGE,LA,70807-2263,UNITED STATES,,,,,
74099,KARONDELLET WOMACK-WILLIAMS,2158 OAK KNOLL DR,,,BATON ROUGE,LA,70815-2232,UNITED STATES,,,,,
74100,CHRISTOPHER HUDDLESTON,9551 MESA VERDE AVE,,,BATON ROUGE,LA,70814-4018,UNITED STATES,,,,,
74101,NICHOLAS B MENINA,4536 RALEIGH DR,,,BATON ROUGE,LA,70814-7249,UNITED STATES,,,,,
74102,RONALD L RODGERS JR,3280 ADAMS ST,,,BAKER,LA,70714-2804,UNITED STATES,,,,,
74136,INDIE STAGES LLC,1885 WOODDALE BLVD,,,BATON ROUGE,LA,70806,UNITED STATES,**UPDATED ADDRESS PER EMAIL,,,,
74148,FROG STREET PRESS INC,800 INDUSTRIAL BLVD STE 100,,,GRAPEVINE,TX,76051,UNITED STATES,GLENDA ALLEN-JONES,CELL,,,NON-M WBE
74152,SOFTWAREONE INC,20875 CROSSROADS CIRCLE STE 1,,,WAUKESHA,WI,53186-4093,UNITED STATES,LINDSEY ROUSSEL,CELL,,,
74166,GEOFEEDIA INC,444 NORTH WELLS ST STE 502,,,CHICAGO,IL,60654,UNITED STATES,MIKE@GEOFEEDIA.COM,,,,
74195,BROWN + DANOS LANDDESIGN INC,601 LAUREL STREET,,,BATON ROUGE,LA,70801,UNITED STATES,DANA NUNEZ BROWN,PRINCIPAL,,,NON-M WBE
74222,SMART FURNITURE INC,430 MARKET ST,,,CHATTANOOGA,TN,37402,UNITED STATES,KAREN GOODNIGHT,,,,
74230,ROY D BREWER,P O BOX 120322,D/B/A ENGRAVING CONCEPTS,,ARLINGTON,TX,76012-0322,UNITED STATES,JEANETTE RICHARDSON,,,201,
74258,PCN NET INC,1101 15TH ST NW STE 206,DBA PCN STRATEGIES,,WASHINGTON,DC,20005,UNITED STATES,STEVE CROCKETT,CELL,,,
74342,MBM CORPORATION,3134 INDUSTRY DRIVE,,,NORTH CHARLESTON,SC,29418,UNITED STATES,**CLOSED 7/7/14/DUP VENDOR,,,,
74440,AUDIO VISUAL INNOVATIONS INC,6301 BENJAMIN ROAD SUITE 101,,,TAMPA,FL,33634,UNITED STATES,ELAINA RYAN,CELL,,,
74465,HANNON HILL CORPORATION,3423 PIEDMONT RD NE STE 520,,,ATLANTA,GA,30305,UNITED STATES,ANDREW,BUSINESS MANAG,,,
74526,L KING COMPANY LLC,2450 FLORIDA AVE STE B,,,DENHAM SPRINGS,LA,70726,UNITED STATES,,,,,
74578,OMNICAP GROUP LLC,2425 SILVERSTRAND AVENUE,,,HERMOSA BEACH,CA,90254,UNITED STATES,,,,,
74630,BFM CORPORATION LLC,534 WILLIAMS BOULEVARD,,,KENNER,LA,70062,UNITED STATES,JOHN DUNLAP,SR VICE PRES,,,
74634,CAPITAL REGION BUILDERS FOUNDATION,10518 KENTSHIRE COURT,,,BATON ROUGE,LA,70810,UNITED STATES,KENNETH JONES,CELL,,,
74691,BUCHART HORN INC,18163 E PETROLEUM DRIVE SUITE A2,,,BATON ROUGE,LA,70809,UNITED STATES,CHRIS GREGUS,REG OFF MANAGER,,,
74698,NATURAL RESOURCES PROFESSIONALS LLC,4664 JAMESTOWN AVENUE STE 420,,,BATON ROUGE,LA,70808,UNITED STATES,SCOTT NESBIT,PRESIDENT,,,
74704,AMY MITCHELL,2340 OLIVE STREET,BR FILM COMMISSION,,BATON ROUGE,LA,70806,UNITED STATES,,,,,
74752,CUSTOM SOLUTIONS REAL ESTATE GROUP,7520 PERKINS ROAD SUITE 270,,,BATON ROUGE,LA,70808,UNITED STATES,SHARON PRUITT,CEO,,,NON-M WBE
74754,GULF SOUTH LAND TITLE RESOURCES LLC,341 ST JOSEPH ST,,,BATON ROUGE,LA,70802,UNITED STATES,DREW GAUDET,MANAGING MEMBER,,,
74781,ARMCO ELECTRIC INC,14617 SUMMERS ROAD,,,BATON ROUGE,LA,70818,UNITED STATES,ALVIN R MCLEOD,CEO,,,
74837,SOUND FIGHTER SYSTEMS LLC,1305 AIRPORT DRIVE,,,SHREVEPORT,LA,71107,UNITED STATES,BEN BURKETT,SALES MANAGER,,,
74838,OAG AVIATION WORLDWIDE LLC,801 WARRENVILLE RD #555,OAG FLIGHTVIEW,,LISLE,IL,60532,UNITED STATES,NAME UPDATED 1/1/17,,,,
74839,MANSHIP THEATRE AT THE,100 LAFAYETTE STREET,SHAW CENTER FOR THE ARTS,,BATON ROUGE,LA,70801,UNITED STATES,SEE V#81315-1 FOR SPONSORSHIPS,,,,
74926,NOLAN BATTERY CO LLC,1405 KUEBEL ST,,,HARAHAN,LA,70123,UNITED STATES,TODD KRUEBBE,CELL,,,
74928,WASTE WISE PRODUCTS INC,689 WARDEN AVE UNIT 14,,,TORONTON,ON,M1L4R6,CANADA,PAUL DECONINCK,CELL,,,
75088,JM TEST SYSTEMS INC,P O DRAWER 45489,,,BATON ROUGE,LA,70895,UNITED STATES,**REC W-9 AND ADDED TAX ID**,,,,
75162,KUMARI L MOTURU M D,4983 BLUEBONNET BLVD STE A,,,BATON ROUGE,LA,70809,UNITED STATES,TRINA WILBANKS,CELL,,,
75354,ALFA LAVAL INC,5400 INTERNATIONAL TRADE DR,,,RICHMOND,VA,23231-2927,UNITED STATES,JOHN PIAZZA,VICE PRES,,,
75404,THE PALERMO GROUP LLC,10023 MAMMOTH DRIVE,,,BATON ROUGE,LA,70814,UNITED STATES,BRETT TRANCHINA,PRESIDENT,,,
