RECORD TYPE,PURCHASE ORDER NUMBER,ITEM NUMBER,ITEM DESCRIPTION,ITEM UNIT COST,ITEM QUANTITY ORDERED,ITEM UNIT OF MEASURE,ITEM TOTAL COST,UNIQUE ID
D,PO110918,1,"FURNITURE - INWOOD OFFICE ENVIRONMENTS - O/STORAGE UNIT 4 HINGED DRS 3 W/MGMNT GRMM 17-1/2""WX65""W.   MON.EMPIRE LAM FINISHES: DARK MAHOGANY ON WALNUT  (4L-P). ITEM #OU1966.",977.7,1,EA,977.7,PO1109180001
D,PO110918,2,"FURNITURE - INWOOD OFFICE ENVIRONMENTS - BRIDGE RH SGL PED DESK CENTER-B/F DWR CRED B/F DWR 30""WX66"" 30""WX66""W. 19 MONTICELLO SERIES TOP OPTIONS:       LAMINATE TOP ((P)) MON.EMPIRE LAM FINISHES: DARK   MAHOGANY ON WALNUT (4L-P) MON.EMPIRE BRACKET BASE:",1870.96,1,EA,1870.96,PO1109180002
D,PO110918,3,FURNITURE - INWOOD OFFICE ENVIRONMENTS - FOLD OUT  AND TILTING MOUSE TRAY. FOR RH/LH HAND. ITEM #MT.,64.06,1,EA,64.06,PO1109180003
D,PO110918,4,"FURNITURE - INWOOD OFFICE ENVIRONMENTS - PLASTIC   KEYBOARD PLATFORM HEIGHT ADJ FROM 26-1/2"" TO 29""H. ITEM #KBP.",134.68,1,EA,134.68,PO1109180004
D,PO110918,5,"FURNITURE - INWOOD OFFICE ENVIRONMENTS - PLASTIC   KEYBOARD PLATFORM HEIGHT ADJ FROM 26-1/2"" TO 29""H. ITEM #KBP.",134.68,1,EA,134.68,PO1109180005
D,PO110918,6,FURNITURE - INWOOD OFFICE ENVIRONMENTS - FOLD OUT  AND TILTING MOUSE TRAY. FOR RH/LH HAND. ITEM #MT.,61.88,1,EA,61.88,PO1109180006
D,PO110918,7,FURNITURE - INWOOD OFFICE ENVIRONMENTS - KEYBOARD  DRAWER W/LOCK CENTER DRAWER W/DROP FRONT.         ITEM #KBCD.,208.94,1,EA,208.94,PO1109180007
D,PO110918,8,"FURNITURE - INWOOD OFFICE ENVIRONMENTS - BRIDGE RH SGL PED DESK CENTER-B/F DWR CRED B/F DWR          30""WX66""W. 19 MONTICELLO SERIES TOP OPTIONS:       LAMINATE TOP ((P)) MON.EMPIRE LAM FINISHES: DARK   MAHOGANY ON WALNUT (4L-P) MON.EMPIRE BRACKET BASE:",1870.96,1,EA,1870.96,PO1109180008
D,PO110918,9,"FURNITURE - INWOOD OFFICE ENVIRONMENTS - O/STORAGE UNIT 4 HINGED DRS 3 W/MGMNT GRMM 17-1/2""WX65""W.   MON.EMPIRE LAM FINISHES: DARK MAHOGANY ON WALNUT  (4L-P). ITEM #OU1966.",977.7,1,EA,977.7,PO1109180009
D,PO110918,10,"FURNITURE - INWOOD OFFICE ENVIRONMENTS - RACETRACK CONFERENCE TABLE 36""DX72""W LAMINATE TOP/WOOD EDGE TABLE TOP FINISH OPTIONS: LAMINATE FINISH OTIONS   ((LF)) LAMINATE OPTIONS: DARK MAHOGANY ON WALNUT   (4L-P) EDGE SHAPE OPTIONS: EDGE F (F) WOOD FINISH",778.23,1,EA,778.23,PO1109180010
D,PO110918,11,FURNITURE - INWOOD OFFICE ENVIRONMENTS - TUBE BASE METAL (1 EACH) ITEM FINISHES & OPTIONS: LEG      OPTION: NO SELECTION (~). ITEM #CC-26.,117.57,2,EA,235.14,PO1109180011
D,PO110918,12,"FURNITURE - INWOOD OFFICE ENVIRONMENTS - LATERAL   FILE W/3 DRAWERS STANDARD 20""DX37-1/2""WX46""H. 19   MONTICELLO SERIES TOP OPTIONS: LAMINATE TOP ((P))  MON.EMPIRE LAM FINISHES: DARK MAHOGANY ON WALNUT   (4L-P). ITEM #3FD1937.",1012.65,1,EA,1012.65,PO1109180012
D,PO110918,13,"FURNITURE - INWOOD OFFICE ENVIRONMENTS - CIRCULAR  CONFERENCE TABLE 36"" DIA LAMINATE TOP/WOOD EDGE.  TABLE TOP FINISH OPTIONS: LAMINATE FINISH OPTIONS  ((LF)) LAMINATE OPTIONS: DARK MAHOGANY ON WALNUT   (4L-P) EDGE SHAPE OPTIONS: EDGE F (F) WOOD FINISH",271.91,1,EA,271.91,PO1109180013
D,PO110918,14,FURNITURE - INWOOD OFFICE ENVIRONMENTS - METAL X   TUBE BASE (1 EACH) LEG OPTION: NO SELECTION (~).   ITEM #CX-26.,182.73,1,EA,182.73,PO1109180014
D,PO110918,15,"FURNITURE - INWOOD OFFICE ENVIRONMENTS - BKCASE    HUTCH SIT HW1937/2FD1937/HW1836/2FD1837            16-1/2""DX35""W. MON.EMPIRE LAM FINISHES: DARK      MAHOGANY ON WALNUT (4L-P) EXTRA SHELF OPTION: NO   SELECTION OF OPTION (~). ITEM #HO1936.",552.92,1,EA,552.92,PO1109180015
D,PO110918,16,"FURNITURE - INWOOD OFFICE ENVIRONMENTS - PLASTIC   KEYBOARD PLATFORM HEIGHT ADJ FROM 26-1/2"" TO 29""H LOCATE ON MAIN DESK WITH CENTER GROMMET.           ITEM #KBP.",134.68,1,EA,134.68,PO1109180016
D,PO110918,17,FURNITURE - INWOOD OFFICE ENVIRONMENTS - FOLD OUT  AND TILTING MOUSE TRAY. FOR RH/LH HAND. ITEM #MT.,64.06,1,EA,64.06,PO1109180017
D,PO110918,18,"FURNITURE - INWOOD OFFICE ENVIRONMENTS - BRIDGE LH SGL PED DSK CENTER-B/F DWR CRED B/F DWR 30""WX66""W 19 MONTICELLO SERIES TOP OPTIONS: LAMINATE TOP     ((P)) MON.EMPIRE LAM FINISHES: DARK MAHOGANY ON   WALNUT (4L-P) MON.EMPIRE BRACKET BASE: BRACKET",1798.89,1,EA,1798.89,PO1109180018
D,PO110918,19,"FURNITURE - INWOOD OFFICE ENVIRONMENTS - O/STORAGE UNIT 4 HINGED DRS 3 W/MGMNT GRMM 17-1/2""WX65""W.   MON.EMPIRE LAM FINISHES: DARK MAHOGANY ON WALNUT  (4L-P). ITEM #OU1966.",977.7,1,EA,977.7,PO1109180019
D,PO110918,20,"FURNITURE - INWOOD OFFICE ENVIRONMENTS - HINGED    DOOR CABINET 2 WOOD DOORS W/2 ADJ SHLVS 17""X36""W.  MON.EMPIRE LAM FINISHES: DARK MAHOGANY ON WALNUT  (4L-P) EXTRA SHELF OPTION: NO SELECTION OF OPTION  (~). ITEM #HW1936.",706.52,1,EA,706.52,PO1109180020
D,PO110918,21,FURNITURE - INWOOD OFFICE ENVIRONMENTS - FOLD OUT  AND TILTING MOUSE TRAY. FOR RH/LH HAND. ITEM #MT.,61.88,1,EA,61.88,PO1109180021
D,PO110918,22,"FURNITURE - INWOOD OFFICE ENVIRONMENTS - PLASTIC   KEYBOARD PLATFORM HEIGHT ADJ FROM 26-1/2"" TO 29""H. ITEM #KBP.                                         DISTRIBUTOR:  CONTRACT FURNITURE GROUP 7520       PERKINS RD. BATON ROUGE LA  PHONE (504) 412-0080",134.68,1,EA,134.68,PO1109180022
D,PO110919,1,CARMANAH-FLASHING BEACON REPLACEMENT BATTERY       PART # 37912,57,20,EA,1140,PO1109190001
D,PO110919,2,10 BANK BATTERY TENDER / CHARGER                   PART # DBT021-0134,850,1,EA,850,PO1109190002
D,PO110919,3,REPEATER BATTERY PART # UB12900                    12V / 90 AMPH / NONE SPILLABLE / SEAL LEAD         ACID BATTERY,272,6,EA,1632,PO1109190003
D,PO110920,1,TASER X26E USB DATAPORT DOWNLOAD KIT:              TASER MODEL X26500. PRICES AND DELIVERY CONFIRMED  BY DENNIS WILLIAMSON 6/22/11.                     *****REQUISITION RQ030512*****,159.95,1,EA,159.95,PO1109200001
D,PO110920,2,TASER XREP CARTRIDGE: LIVE ROUND 5-PACK           TASER 5002 FOR 12 GAUGE PUMP SHOTGUN.,749.95,1,EA,749.95,PO1109200002
D,PO110920,3,TASER XREP TRAINING ROUND: 5 PACK TASER 50005.,99.95,3,EA,299.85,PO1109200003
D,PO110921,1,GAS MASK: CHEMICAL BIOLOGICAL RADIOLOGICAL AND  NUCLEAR (CBRN) TO PROTECT AGAINST CHEMICAL         WARFARE AGENTS TOXIC INDUSTRIAL CHEMICALS (TICS) TOXIC INDUSTRIAL MATERIALS (TIMS) BIOLOGICAL AND   RADIOLOGICAL HAZARDS RIOT AGENTS AND NUCLEAR,350,4,EA,1400,PO1109210001
D,PO110925,1,TRUCK: FORD 1/2 TON CREW CAB WITH TRAILER HITCH    CITY OF ALEXANDRIA CONTRACT NO 1827                MARK FOR DPW BRIDGE & CANAL NORTH                  COLOR EXTERIOR FACTORY WHITE INTERIOR COMPATIBLE  *,21545,3,EA,64635,PO1109250001
D,PO110922,1,WARRANT OF ARREST PRINTED POSTCARDS: PINK. PER THE ATTACHED SPECIFICATIONS,20.87,80,M,1669.6,PO1109220001
D,PO110922,2,WARRANT OF ARREST PRINTED POSTCARDS: GREEN. PER    THE ATTACHED SPECIFICATION.,20.87,80,M,1669.6,PO1109220002
D,PO110929,1,TOAD FOR ORACLE XPERT EDITION                      MAINTENANCE RENEWAL                                ORDER # 9923-11640                                                                                    SITE ID:  1-2YXSJ1,586.07,1,EA,586.07,PO1109290001
D,PO110929,2,TOAD PROFESSIONAL EDITION MAINTENANCE RENEWAL      ORDER # 9923-12220,376.98,9,EA,3392.82,PO1109290002
D,PO110929,3,QUEST DBA MODULE FOR TOAD MAINTENANCE RENEWAL      ORDER # 9923-11632,156.03,1,EA,156.03,PO1109290003
D,PO110929,4,TOAD PROFESSIONAL EDITION W QUEST DBA              MODULE MAINTENANCE RENEWAL                         ORDER # 9923-11638,550.02,2,EA,1100.04,PO1109290004
D,PO110931,1,OJT CONTRACT TO EMPLOY AND TRAIN CUSTOMERS FOR     ASSISTANT PRODUCTION MANAGER PRODUCTION           ACCOUNTANT AND VISUAL EFFECTS TECHNICAN.,40732.8,1,JB,40732.8,PO1109310001
D,PO110931,2,*********INTERNAL CHANGE ORDER****************     PURCHASE ORDER TO BE CLOSED PER PENNY COLLINS      WIA. PER ATTACHED E-MAIL.,0,1,JB,0,PO1109310002
D,PO110932,2,RPM TABS PART #EX 192,8.84,20,EA,176.8,PO1109320002
D,PO110932,3,FAN BLADES PART # CBP 289,20.93,20,EA,418.6,PO1109320003
D,PO110932,4,FILTER PART #EX 1357,98.27,5,EA,491.35,PO1109320004
D,PO110932,5,PUMP AND MOTOR ASSEMBLY (EX3533 USE EX 7020),1747.33,5,EA,8736.65,PO1109320005
D,PO110932,6,NUT PART # CB 155,14.95,8,EA,119.6,PO1109320006
D,PO110932,7,SHIPPING AND HANDLING,145,1,EA,145,PO1109320007
D,PO110933,1,BULBS 13 WATT MINI SPIRAL CFL 900 LUMENS        12000 HOUR 120/CARTON                            ***********CHANGE ORDER NO. 1****************      TO CHANGE PRICE,1.18,17761,EA,20957.98,PO1109330001
D,PO110937,1,PROVIDE MATERIALS LABOR AND INSURANCE TO PAINT   INTERIOR SHEETROCK WALLS AT TSA BUILDING          9191 PLANK ROAD WITH TWO COATS OF LATEX PAINT      PER YOUR WRITTEN QUOTATION AND SIGNED CONTRACT.    VENDOR TO CONTACT JERRY WEBBER AT 405-6260 TO,12500,1,JB,12500,PO1109370001
D,PO110935,1,"SUPERSHELL JACKET BLAUER #9970-2 DARK NAVY WITH  SCOTCHLITE UPGRADE LETTERING ON BACK: TOP LINE:    POLICE 9-1/2"" LONG X 3-1/2"" HIGH.  ALL CAPS.      BOTTOM LINE: BATON ROUGE 2"" HIGH LETTERS CENTERED BELOW POLICE. SHOULDER PATCH SEWN ON EACH SHOULDER",317,15,EA,4755,PO1109350001
D,PO110935,2,HOOD SNAP-ON DETACHABLE FOR JACKET,51.5,15,EA,772.5,PO1109350002
D,PO110936,1,RELOCATION OF OVERHEAD ELECTRICAL DISTRIBUTION     FACILITIES ON STARING LANE ROADWAY                 IMPROVEMENTS (HIGHLAND ROAD TO PERKINS ROAD)       CITY PARISH PROJECT NO. 06-CS-HC-0024.  PER        COUNCIL RESOLUTION 48446 AND WRITTEN CONTRACT.,396214.39,1,JB,396214.39,PO1109360001
D,PO110939,1,8' FLANGED OUTLET HORIZONTAL CONTROL VALVE STD    EPOXY PAINTED FOR MARLEY COOLING TOWER MODEL      NC8305G-ZSM S/N 803535.  VALVE VALVE ATTACHMENTS AND PIPING GASKETS ALL INCLUDED.,1650,4,EA,6600,PO1109390001
D,PO110939,2,"10"" BELLOWS CONNECTOR WITH TIE RODS.",1195,1,EA,1195,PO1109390002
D,PO110941,1,3M REACTIVATOR MODEL 764 FOR PRINTED MATERIALS    CD'S AND DVD'S.  TO REPLACE BROKEN UNIT AT        CENTRAL BRANCH LIBRARY.,1199,1,EA,1199,PO1109410001
D,PO110943,1,TONER CARTRIDGE: BLACK FOR LEXMARK C534N.         LEXMARK C5220KS                                    *****REQUISITION RQ030760*****,118.99,2,EA,237.98,PO1109430001
D,PO110943,2,CYAN: LEXMARK C5220CS,133.99,2,EA,267.98,PO1109430002
D,PO110943,3,MAGENTA: LEXMARK C5220MS                           *****INTERNAL CHANGE ORDER TO CORRECT THE          ACCOUNT NUMBER AS SHOWN*****,133.99,2,EA,267.98,PO1109430003
D,PO110943,4,YELLOW: LEXMARK C5220YS,133.99,2,EA,267.98,PO1109430004
D,PO110942,1,COMPUTER: LAPTOP DELL LATITUDE E5520 PER         E-QUOTE 588752815. REFER TO STATE CONTRACT 403834. *****REQUISITION RQ030683*****,1332.73,1,EA,1332.73,PO1109420001
D,PO110947,1,MEAL PREPARATION/CATERER FOR DELMONT SERVICE       CENTER SUMMER CAMP.  PER WRITTEN CONTRACT,3600,1,JB,3600,PO1109470001
D,PO110953,1,13 STORYTELLING PROGRAMS 1 AT EACH BRANCH 45     MINUTES TO 1 HOUR THAT WILL INCLUDE LIVE ANIMALS   AND COVER A VARIETY OF CULTURAL AND EDUCATIONAL    THEMES BASED ON THE SUMMER READING PROGRAM.        AUDIENCE IS PRIMARILY AGES 3 - 11.,525,13,JB,6825,PO1109530001
D,PO110954,1,13 PERFORMANCES LASTING 45 MINUTES TO 1 HOUR      EACH AS PART OF THE SUMMER READING PROGRAM FOR   CHILDREN AGES 3 - 11.  PERFORMANCES TO TAKE PLACE  FROM JUNE 8 - 30 2011.                            PER WRITTEN CONTRACT.,475,13,JB,6175,PO1109540001
D,PO110956,1,"USED COMBO FILE CABINET - TEKNION COMBINATION FILE STORAGE METAL CABINET 30"" WIDE X 4-HIGH LOCKING.  FINISH: ESPRESSO.                                  SPECS AND QUOTE TO BE FAXED.",225,15,EA,3375,PO1109560001
D,PO110956,2,INSTALLATION SERVICES - PICK UP DELIVERY AND     SET-UP.                                            SPECS AND QUOTE TO BE FAXED.,300,1,JB,300,PO1109560002
D,PO110958,1,CUTLEN HAMMER STARTER                              P/N A200MECACD 120 VOLTS,999,2,EA,1998,PO1109580001
D,PO110958,2,CUTLEN HAMMER HTR                                  ELEMENT P/N FH48,26,3,EA,78,PO1109580002
D,PO110958,3,CUTLEN HAMMER HTR                                  ELEMENT P/N FH49,26,3,EA,78,PO1109580003
D,PO110959,1,"PLOTTER; CANON IMAGE PROGRAF IPF825 44"" 2 ROLLER   PRINTER.  FREIGHT & INSTALLATION INCLUDED.",5974,1,EA,5974,PO1109590001
D,PO110960,1,CATALOGING SUBSCRIPTION PRICE FY 2012,50953.72,1,EA,50953.72,PO1109600001
D,PO110960,2,WORLDCAT RESOURCE SHARING SUBSCRIPTION PRICE      FY2012.,4630.72,1,EA,4630.72,PO1109600002
D,PO110960,3,ACCESS SUBSCRIPTION PRICE FY 2012.,24220.44,1,EA,24220.44,PO1109600003
D,PO110957,1,OPTIPLEX 790 DESKTOP PER QUOTE 589236091,1034.26,1,EA,1034.26,PO1109570001
D,PO110957,2,OFFICE PRO PLUS 2010 SOFTWARE,331.48,1,EA,331.48,PO1109570002
D,PO110962,1,WARRANTY/MAINTENANCE - PC RESERVATION ENTERPRISE   EDITION - FIRST BUILDING BUNDLE                    TO COVER THE MAINTAINANCE OF THE SOFTWARE AND 430  CLIENTS AND SERVERS. PROVIDES TELEPHONE AND EMAIL  SUPPORT 4:30 -7PM ET ZONE;ON CALL WEEKEND SUPPORT,467.5,1,EA,467.5,PO1109620001
D,PO110962,2,WARRANTY/MAINTENANCE - PC RESERVATION ENTERPRISE   EDITION - ADDITIONAL BUILDING BUNDLE,148.75,14,EA,2082.5,PO1109620002
D,PO110962,3,WARRANTY/MAINTENANCE - PC RESERVATION ENTERPRISE   EDITION CLIENT LICENSES,5.27,430,EA,2266.1,PO1109620003
D,PO110963,1,OSHA ANNUAL CRANE INSPECTION & TROUBLE SHOOTING.   S02 BUILDING CRANE.,2925,1,JB,2925,PO1109630001
D,PO110964,1,ALCOHOL SCREENING/VERIFICATION KIT:                INTOXILYZER S-D5/AIRBLOW                           *****REQUISITION 030745*****,299,5,EA,1495,PO1109640001
D,PO110966,1,UNIFORM SHIRT: SHORT SLEEVE GREY. FECHHEIMER      FLYING CROSS 761R7851 PER THE ATTACHED            SPECIFICATION IN THE FOLLOWING SIZES:             14-1/2 (48) EA 15-1/2 (24) EA 16 (184) EA       16-1/2 (24) EA 19 (32) EA 19-1/2 (32),22.95,368,EA,8445.6,PO1109660001
D,PO110966,2,UNIFORM SHIRT: LONG SLEEVE GREY FECHHEIMER       FLYING CROSS 411R7851Z SIZES PER THE ATTACHED     SHEET.,27.95,36,EA,1006.2,PO1109660002
D,PO110967,1,REPLACE CODE PLUGS AND SERVICES FOR REBAND OF THE  SMART NET RADIO. INCLUDES THE FOLLOWING:           MAIN CONTROLLER BOARD....$1541.00                 SPARE CONTROLLER BOARD...$1541.00                 SERVICES.................$3745.00,6827,1,LS,6827,PO1109670001
D,PO110968,1,WLAN ACCESS POINTS 2332 - 802.11A/B/G. MUST BE     USED WITH WLAN SECURITY SWITCH 2300 AND V.6.0 OR   LATER SOFTWARE. DUAL RADIOS DUAL POE ETH PORT     SUPPORT.,423.66,6,EA,2541.96,PO1109680001
D,PO110968,2,LABOR/INSTALLATION FOR WLAN ACCESS POINT.,125,6,JB,750,PO1109680002
D,PO110969,1,STATE CONTRACT RENTAL PLAN # 408809; KONICA MINOLT BH-C452 B/W & COLOR COPY/SCAN/PRINT; 45PPM; 600    DPI NETWORK PRINT/SCAN; 150 SHEET SCAN AUTO        DOCUMENT FEEDER; 3500 PAPER SUPPLY; 4 PAPER TRAYS  (500 PG EA); 150 SHEET BYPASS; STAPLING FINISHER;,2852.4,1,EA,2852.4,PO1109690001
D,PO110971,1,CONTRACT FOR APPRAISAL SERVICES FOR THE METRO      AIRPORT AREA SEWER PUMP STATIONS AND FORCE MAIN    UPGRADES BEING PROJECT # 08-PS-UF-0054,25536,1,JB,25536,PO1109710001
D,PO110970,1,CONTRACT FOR APPRAISAL SERVICES FOR THE METRO      AIRPORT AREA SEWER PUMP STATIONS AND FORCE MAIN    UPGRADES BEING PROJECT # 08-PS-UF-0054            PER WRITTEN CONTRACT,22000,1,JB,22000,PO1109700001
D,PO110973,1,CONTRACT FOR ACQUISITION AND RELOCATION SERVICES   FOR THE NICHOLSON/HIGHLAND/PERKINS SEWER           IMPROVEMENTS PROJECT BEING PROJECT NO             09-FM-MS-0047,49000,1,JB,49000,PO1109730001
D,PO110977,1,ASA 5520 BUN K9                                    MODEL # JMX113510CM                                MAINTENANCE SUPPORT RENEWAL CONTRACT.              STATE CONTRACT NO. 407245.                         LINE ITEMS 21-40.,767.2,1,EA,767.2,PO1109770001
D,PO110977,2,ASA 5520 BUN K9                                    JMX 113510CN,767.2,1,EA,767.2,PO1109770002
D,PO110977,3,CISCO2851                                          MODEL #1135A0Y8,588,1,EA,588,PO1109770003
D,PO110977,4,CISCO 2851 ROUTER                                  MODEL # FTX1135A0YB,588,1,EA,588,PO1109770004
D,PO110978,1,ANNUAL RENEWAL FOR EQUIPMENT MAINTENANCE MANAGE-   MENT PROGRAM AS PER RENEWAL PROPOSAL REST3677      STATE CONTRACT NO. 408671                          JULY 1 2011 THROUGH JUNE 30 2012,11922,1,EA,11922,PO1109780001
D,PO110978,2,******CHANGE ORDER #1***************************   TO ADD MAINTEMANCE FOR A CANON DR 7550C COLOR      SCANNER 2 QUARTERS @ $127.25 AND A KONICA/BIZHUB   COLOR COPIER 2 QUARTERS @ $216.25                  STATE CONTRACT NO. 408671,687,1,EA,687,PO1109780002
D,PO110980,1,FUNDING TO PROVIDE FOR THE ENERGY EFFICIENCY OUT-  REACH PROGRAM WHICH WILL IMPLEMENT A BROAD PUBLIC EDUCATION CAMPAIGN ON ENERGY EFFICIENCY ACROSS THE COMMUNITY AS PART OF THE U.S. DEPT. OF ENERGY'S   ENERGY EFFICIENCY AND CONSERVATION BLOCK GRANT.,49075,1,EA,49075,PO1109800001
D,PO110981,1,7 OUTLET PROFESSIONAL SURGE ARREST SURGE PROTECTOR AS PER DELL E-QUOTE 1004396764681,31.49,130,EA,4093.7,PO1109810001
D,PO110984,1,PREPARE SOLID WASTE PERMIT RENEWAL                 APPLICATION FOR NORTH LANDFILL. PLEASE             SEE ATTACHED AGREEMENT.,48625,1,JB,48625,PO1109840001
D,PO110986,1,"A.R.I. 2"" #: D-025-LP WITH MNPT THREADED         CONNECTION COMBINATION LOW PRESSURE AIR           VALVE REINFORCED NYLON SHOR BODY AND BACK        FLASH CONNECTION. PART # D025TP02",797.5,25,EA,19937.5,PO1109860001
D,PO110988,1,PANASONIC TOUGHBOOK 52 - CORE i5 520 2.4           SPECS TO BE FAXED,1763.65,1,EA,1763.65,PO1109880001
D,PO110988,2,OFFICEPROPLUS 2010 SNGL MVL                        SPECS TO BE FAXED,338.35,1,EA,338.35,PO1109880002
D,PO110985,1,TWO TERABYTE (TB) DRIVE STATION AXIS BLACK         EXTERNAL HARD DRIVE WITH BUFFALO TOOLS AS PER      DELL E-QUOTE 1015065974849,98.99,20,EA,1979.8,PO1109850001
D,PO110992,1,BRETFORD 15 UNIT LAPTOP CART AS PER DELL E-QUOTE   587084839.  DELL ITEM NUMBER A0432347.,1067.19,1,EA,1067.19,PO1109920001
D,PO110996,1,"POST CARDS; PREPRINTED ""NOTICE OF COURT DATE""     COLOR: IVORY #67.                                  PER SPECIFICATIONS DATED JUNE 2011.",15.36,80,M,1228.8,PO1109960001
D,PO110998,1,PITNEY BOWES LETTER OPENER MODEL 1250. STATE      CONTRACT #408867 LINE 149,3147,1,EA,3147,PO1109980001
D,PO111001,1,CONSTRUCTION SERVICES FOR THE MULTIPLE             PS/JEFFERSON HWY/PARK FOREST AREA CAPACITY         PROJECT BEING PROJECT #09-PS-MS-0046.             PER COUNCIL RESOLUTION # 48621 AND WRITTEN         CONTRACT.,2922471.7,1,JB,2922471.7,PO1110010001
D,PO111001,2,**********CHANGE ORDER # 1*********************    TO REDUCE PURCHASE ORDER TO FINAL COST AND         EXTEND THE CONTRACT BY 6 DAYS.,0,1,JB,0,PO1110010002
D,PO111001,3,FINAL ACCEPTANCE FOR ALL WORK DONE PER COUNCIL     RESOLUTION 50136.,0,1,JB,0,PO1110010003
D,PO110997,1,CONTRACT FOR ACQUISITION AND RELOCATION SERVCIES   FOR NICHOLSON/HIGHLAND/PERKINS SEWER IMPROVEMENTS  PROJECT BEING PROJECT NO. 09-FM-MS-0047,49000,1,JB,49000,PO1109970001
D,PO111002,1,ROADWAY REHABILITATION PROJECT NO. 10-23           PROJECT NO. 10-AO-ST-0058                          (STREETS IN WOODLAND SHADOWS & WOODLAND COLLECTION PER COUNCIL RESOLUTION 48578 AND WRITTEN CONTRACT.,291091.12,1,JB,291091.12,PO1110020001
D,PO111002,2,****************CHANGE ORDER********************** DEDUCTION OF FUNDS PER COUNCIL RES. NO. 48919     FINAL ACCEPTANCE OF WORK FOR THE CONSTRUCTION OF   SALES TAX STREET AND ROAD REHABILITATION PR 10-23 WOODLAND SHADOWS - WOODLAND COLLECTION.,0,1,JB,0,PO1110020002
D,PO111004,1,SALES TAX STREET AND ROAD REHABILITATION PROGRAM   PROJECT 10-19                                      N. HARRELL'S FERRY RD. UMBEHAGAN LN. THADCHAIN   RD. & STREETS IN O'NEAL PLACE                      CITY PARISH PROJECT NO. 10-AO-ST-0054,527132.78,1,JB,527132.78,PO1110040001
D,PO111005,1,CONSTRUCTION SERVICES FOR THE BLUEBONNET-JEFFERSON HWY PHASE 1 REHABILITATION PROJECT BEING        PROJECT #10-AR-UF-0042.                            PER COUNCIL RESOLUTION # 48621 AND PER WRITTEN     CONTRACT,3848872.4,1,JB,3848872.4,PO1110050001
D,PO111005,2,CONSTRUCTION SERVICES FOR THE BLUEBONNET-JEFFERSON HWY PHASE 1 REHABILITATION PROJECT BEING        PROJECT #10-AR-UF-0042.,2200000,1,JB,2200000,PO1110050002
D,PO111005,3,LINE # 2  ITEM IS NOT NEEDED FOR THE PROJECT       ACCOUNT INFORMATION IS NOT NEED.,0,1,JB,0,PO1110050003
D,PO111005,4,**************CHANGE ORDER # 1******************** CHANGE ORDER DONE TO ADD AN ADDITIONAL PAY ITEMM   HIGH EARLY STRENGTH CONCRETE PAVEMENT (3000 PSI   AT 24 HRS) .   THIS CHANGE ORDER REPRESENTS A LESS THAN 1% INCREASE IN THE PURCHASE ORDER,36000,1,JB,36000,PO1110050004
